BathroomCount,BedroomCount,ConstructionYear,District,Furnished,Garden,Kitchen,LivingArea,MonthlyCharges,NumberOfFacades,PEB,Price,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfProperty,TypeOfSale
1.0,3,1970.0,Brussels,0.0,1.0,INSTALLED,189.0,30.0,3.0,F,565000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,1910.0,Brussels,0.0,1.0,INSTALLED,90.0,30.0,2.0,E,375000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1982.0,Halle-Vilvoorde,0.0,1.0,INSTALLED,283.0,30.0,4.0,B,699000,Flemish Brabant,Flanders,6.0,1.0,GOOD,villa,1112.0,0.0,1.0,2.0,1,residential_sale
3.0,4,1959.0,Brussels,0.0,1.0,INSTALLED,238.0,30.0,3.0,G,619000,Brussels,Brussels,6.0,3.0,GOOD,apartment_block,133.0,0.0,1.0,3.0,1,residential_sale
1.0,1,1996.0,Brussels,0.0,1.0,INSTALLED,55.0,30.0,2.0,G,149000,Brussels,Brussels,6.0,1.0,TO_RENOVATE,ground_floor,356.0,0.0,1.0,1.0,2,residential_sale
2.0,5,1899.0,Nivelles,0.0,1.0,SEMI_EQUIPPED,200.0,30.0,4.0,D,545000,Walloon Brabant,Wallonie,6.0,2.0,TO_BE_DONE_UP,house,635.0,0.0,1.0,2.0,1,residential_sale
2.0,2,2023.0,Brussels,0.0,1.0,HYPER_EQUIPPED,102.0,30.0,3.0,A,340000,Brussels,Brussels,6.0,2.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,2023.0,Brussels,0.0,1.0,HYPER_EQUIPPED,102.0,30.0,3.0,A,345000,Brussels,Brussels,6.0,2.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,2,2023.0,Brussels,0.0,1.0,HYPER_EQUIPPED,108.0,30.0,3.0,A,390000,Brussels,Brussels,6.0,2.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
2.0,2,2023.0,Brussels,0.0,1.0,HYPER_EQUIPPED,97.0,30.0,3.0,A,334000,Brussels,Brussels,6.0,2.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,2023.0,Brussels,0.0,1.0,HYPER_EQUIPPED,97.0,30.0,3.0,A,315000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,5,1972.0,Halle-Vilvoorde,0.0,1.0,HYPER_EQUIPPED,306.0,30.0,4.0,D,1150000,Flemish Brabant,Flanders,6.0,1.0,GOOD,villa,1128.0,0.0,1.0,3.0,1,residential_sale
1.0,1,1992.0,Brugge,0.0,1.0,INSTALLED,52.0,30.0,2.0,B,420000,West Flanders,Flanders,6.0,1.0,GOOD,apartment,356.0,1.0,1.0,1.0,2,residential_sale
2.0,3,2017.0,Brugge,0.0,1.0,HYPER_EQUIPPED,193.0,30.0,2.0,A,3550000,West Flanders,Flanders,6.0,2.0,AS_NEW,apartment,356.0,0.0,1.0,3.0,2,residential_sale
1.0,2,1918.0,Liège,0.0,1.0,INSTALLED,100.0,30.0,4.0,C,199000,Liège,Wallonie,6.0,1.0,GOOD,house,148.0,0.0,1.0,1.0,1,residential_sale
1.0,4,1991.0,Aalst,0.0,1.0,HYPER_EQUIPPED,290.0,30.0,4.0,D,675000,East Flanders,Flanders,18.0,2.0,AS_NEW,villa,1273.0,0.0,1.0,2.0,1,residential_sale
4.0,5,1910.0,Brussels,0.0,1.0,INSTALLED,300.0,30.0,3.0,F,560000,Brussels,Brussels,2.0,3.0,TO_BE_DONE_UP,house,250.0,0.0,1.0,4.0,1,residential_sale
1.0,1,1959.0,Brussels,0.0,1.0,INSTALLED,70.0,30.0,3.0,G,179000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,3,1996.0,Liège,0.0,1.0,INSTALLED,125.0,30.0,3.0,B,349000,Liège,Wallonie,6.0,2.0,AS_NEW,house,762.0,0.0,1.0,3.0,1,residential_sale
1.0,5,2010.0,Nivelles,0.0,1.0,SEMI_EQUIPPED,455.0,30.0,4.0,B,1200000,Walloon Brabant,Wallonie,6.0,2.0,GOOD,house,2000.0,0.0,1.0,4.0,1,residential_sale
1.0,3,1950.0,Brussels,0.0,1.0,INSTALLED,75.0,30.0,2.0,D,229000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1996.0,Charleroi,0.0,1.0,NOT_INSTALLED,150.0,30.0,2.0,D,130000,Hainaut,Wallonie,6.0,1.0,GOOD,house,240.0,0.0,1.0,1.0,1,residential_sale
0.0,2,1996.0,Namur,0.0,1.0,INSTALLED,110.0,30.0,2.0,C,184000,Namur,Wallonie,6.0,1.0,TO_RENOVATE,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,4,1899.0,Waremme,0.0,1.0,INSTALLED,230.0,30.0,3.0,B,425000,Liège,Wallonie,6.0,2.0,AS_NEW,country_cottage,2220.0,1.0,1.0,2.0,1,residential_sale
1.0,4,1996.0,Brugge,0.0,1.0,INSTALLED,125.0,30.0,3.0,B,249000,West Flanders,Flanders,6.0,1.0,GOOD,house,512.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1996.0,Liège,0.0,1.0,INSTALLED,125.0,30.0,2.0,C,210000,Liège,Wallonie,6.0,1.0,GOOD,house,241.0,0.0,1.0,1.0,1,residential_sale
3.0,6,1996.0,Liège,0.0,1.0,INSTALLED,300.0,30.0,4.0,C,675000,Liège,Wallonie,6.0,3.0,AS_NEW,house,3995.0,0.0,1.0,5.0,1,residential_sale
1.0,2,1967.0,Brussels,0.0,1.0,INSTALLED,90.0,30.0,2.0,C,290000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1960.0,Brussels,0.0,1.0,HYPER_EQUIPPED,102.0,30.0,2.0,C,445000,Brussels,Brussels,6.0,1.0,JUST_RENOVATED,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,4,1900.0,Dinant,0.0,1.0,NOT_INSTALLED,247.0,30.0,4.0,F,229000,Namur,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,740.0,0.0,1.0,1.0,1,residential_sale
1.0,4,1960.0,Dinant,0.0,1.0,INSTALLED,212.0,30.0,4.0,D,285000,Namur,Wallonie,6.0,1.0,GOOD,house,731.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1996.0,Liège,0.0,1.0,INSTALLED,110.0,30.0,2.0,D,115000,Liège,Wallonie,6.0,1.0,GOOD,house,110.0,0.0,1.0,1.0,1,residential_sale
1.0,4,1919.0,Charleroi,0.0,1.0,INSTALLED,112.0,30.0,2.0,D,125000,Hainaut,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,224.0,0.0,1.0,2.0,1,residential_sale
1.0,1,1950.0,Brussels,0.0,1.0,HYPER_EQUIPPED,73.0,30.0,2.0,D,420000,Brussels,Brussels,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1998.0,Turnhout,0.0,1.0,INSTALLED,200.0,30.0,4.0,C,439000,Antwerp,Flanders,6.0,1.0,GOOD,house,1320.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1935.0,Brussels,0.0,1.0,INSTALLED,79.0,30.0,2.0,B,299000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Brussels,0.0,1.0,INSTALLED,80.0,30.0,2.0,F,249000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,4,1996.0,Verviers,0.0,1.0,INSTALLED,150.0,30.0,4.0,F,385000,Liège,Wallonie,6.0,2.0,GOOD,villa,1278.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1970.0,Brussels,0.0,1.0,SEMI_EQUIPPED,88.0,30.0,3.0,B,265000,Brussels,Brussels,6.0,1.0,TO_RENOVATE,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,2023.0,Brussels,0.0,1.0,HYPER_EQUIPPED,84.0,30.0,3.0,A,310000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,1,2019.0,Brussels,0.0,1.0,NOT_INSTALLED,20.0,30.0,2.0,B,148500,Brussels,Brussels,6.0,1.0,GOOD,kot,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1996.0,Leuven,0.0,1.0,SEMI_EQUIPPED,124.0,30.0,4.0,C,465000,Flemish Brabant,Flanders,6.0,1.0,GOOD,bungalow,476.0,0.0,1.0,1.0,1,residential_sale
1.0,1,1962.0,Brussels,0.0,1.0,NOT_INSTALLED,70.0,30.0,2.0,E,290000,Brussels,Brussels,6.0,1.0,TO_RENOVATE,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,1,1996.0,Brussels,0.0,1.0,INSTALLED,55.0,30.0,2.0,B,155000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,1,1996.0,Brussels,0.0,1.0,INSTALLED,55.0,30.0,2.0,B,169000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,4,1996.0,Namur,0.0,1.0,INSTALLED,200.0,30.0,3.0,C,469000,Namur,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,603.0,0.0,1.0,3.0,1,residential_sale
3.0,5,1996.0,Verviers,0.0,1.0,INSTALLED,190.0,30.0,2.0,D,225000,Liège,Wallonie,6.0,3.0,TO_RENOVATE,house,160.0,0.0,1.0,3.0,1,residential_sale
1.0,1,1996.0,Antwerp,0.0,1.0,INSTALLED,71.0,30.0,2.0,B,295000,Antwerp,Flanders,6.0,1.0,JUST_RENOVATED,apartment,356.0,0.0,1.0,1.0,2,residential_sale
3.0,5,1925.0,Brussels,0.0,1.0,HYPER_EQUIPPED,288.0,30.0,2.0,D,997000,Brussels,Brussels,6.0,3.0,AS_NEW,penthouse,356.0,0.0,1.0,3.0,2,residential_sale
1.0,2,1996.0,Brussels,0.0,1.0,INSTALLED,125.0,30.0,3.0,D,218000,Brussels,Brussels,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Brugge,1.0,1.0,INSTALLED,58.0,30.0,2.0,B,509000,West Flanders,Flanders,6.0,2.0,JUST_RENOVATED,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,4,1996.0,Veurne,0.0,1.0,INSTALLED,125.0,30.0,4.0,B,850000,West Flanders,Flanders,6.0,2.0,AS_NEW,villa,1572.0,0.0,1.0,3.0,1,residential_sale
1.0,4,2004.0,Brussels,0.0,1.0,USA_HYPER_EQUIPPED,156.0,30.0,4.0,D,425000,Brussels,Brussels,6.0,1.0,AS_NEW,ground_floor,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1904.0,Sint-Niklaas,0.0,1.0,HYPER_EQUIPPED,157.0,30.0,2.0,A,335000,East Flanders,Flanders,6.0,1.0,AS_NEW,house,130.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1996.0,Charleroi,0.0,1.0,SEMI_EQUIPPED,125.0,30.0,2.0,G,175000,Hainaut,Wallonie,9.0,2.0,TO_RENOVATE,apartment_block,70.0,0.0,1.0,2.0,1,residential_sale
3.0,5,1985.0,Nivelles,0.0,1.0,INSTALLED,324.0,30.0,4.0,D,1180000,Walloon Brabant,Wallonie,6.0,3.0,TO_BE_DONE_UP,villa,3069.0,0.0,1.0,4.0,1,residential_sale
1.0,3,1996.0,Charleroi,0.0,1.0,SEMI_EQUIPPED,125.0,30.0,2.0,G,180000,Hainaut,Wallonie,2.0,3.0,TO_RENOVATE,apartment_block,180.0,0.0,1.0,3.0,1,residential_sale
3.0,5,1950.0,Brussels,0.0,1.0,HYPER_EQUIPPED,405.0,30.0,2.0,B,1900000,Brussels,Brussels,6.0,3.0,AS_NEW,mixed_use_building,270.0,0.0,1.0,4.0,1,residential_sale
1.0,2,1996.0,Antwerp,0.0,1.0,HYPER_EQUIPPED,113.0,30.0,2.0,C,279000,Antwerp,Flanders,6.0,1.0,GOOD,house,95.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1996.0,Soignies,0.0,1.0,INSTALLED,172.0,30.0,2.0,C,149000,Hainaut,Wallonie,14.0,1.0,GOOD,duplex,356.0,0.0,1.0,2.0,2,residential_sale
1.0,1,1996.0,Mechelen,0.0,1.0,INSTALLED,59.0,30.0,2.0,B,235000,Antwerp,Flanders,6.0,1.0,JUST_RENOVATED,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,2013.0,Brussels,0.0,1.0,HYPER_EQUIPPED,101.0,30.0,2.0,B,465000,Brussels,Brussels,6.0,1.0,GOOD,ground_floor,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1996.0,Nivelles,0.0,1.0,INSTALLED,160.0,30.0,2.0,D,290000,Walloon Brabant,Wallonie,6.0,1.0,GOOD,house,576.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1996.0,Brussels,0.0,1.0,NOT_INSTALLED,85.0,30.0,2.0,G,205000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1966.0,Brussels,0.0,1.0,INSTALLED,200.0,30.0,2.0,G,419000,Brussels,Brussels,6.0,1.0,TO_RENOVATE,town_house,151.0,0.0,1.0,1.0,1,residential_sale
2.0,3,1996.0,Brussels,0.0,1.0,INSTALLED,157.0,30.0,2.0,E,549000,Brussels,Brussels,6.0,2.0,AS_NEW,ground_floor,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1963.0,Charleroi,0.0,1.0,SEMI_EQUIPPED,130.0,30.0,3.0,G,190000,Hainaut,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,430.0,0.0,1.0,2.0,1,residential_sale
1.0,4,1996.0,Charleroi,0.0,1.0,INSTALLED,182.0,30.0,2.0,E,209000,Hainaut,Wallonie,6.0,1.0,GOOD,house,250.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1980.0,Mouscron,0.0,1.0,INSTALLED,118.0,30.0,4.0,D,265000,Hainaut,Wallonie,6.0,1.0,AS_NEW,bungalow,900.0,0.0,1.0,1.0,1,residential_sale
1.0,0,2024.0,Liège,0.0,1.0,INSTALLED,44.0,30.0,3.0,A,190500,Liège,Wallonie,6.0,1.0,AS_NEW,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
1.0,0,2024.0,Liège,0.0,1.0,INSTALLED,46.0,30.0,3.0,A,199500,Liège,Wallonie,6.0,1.0,AS_NEW,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
1.0,0,2024.0,Liège,0.0,1.0,INSTALLED,52.0,30.0,3.0,A,215500,Liège,Wallonie,6.0,1.0,AS_NEW,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
1.0,0,2024.0,Liège,0.0,1.0,INSTALLED,44.0,30.0,3.0,A,180500,Liège,Wallonie,6.0,1.0,AS_NEW,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
1.0,0,2024.0,Liège,0.0,1.0,INSTALLED,52.0,30.0,3.0,A,202500,Liège,Wallonie,6.0,1.0,AS_NEW,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
1.0,4,2024.0,Liège,0.0,1.0,INSTALLED,127.0,30.0,3.0,A,425500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2024.0,Liège,0.0,1.0,INSTALLED,110.0,30.0,3.0,A,390500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,4,2024.0,Liège,0.0,1.0,INSTALLED,127.0,30.0,3.0,A,415500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,2024.0,Liège,0.0,1.0,INSTALLED,109.0,30.0,3.0,A,385500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2024.0,Liège,0.0,1.0,INSTALLED,113.0,30.0,3.0,A,375500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2024.0,Liège,0.0,1.0,INSTALLED,110.0,30.0,3.0,A,400500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2024.0,Liège,0.0,1.0,INSTALLED,96.0,30.0,3.0,A,415500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2024.0,Liège,0.0,1.0,INSTALLED,109.0,30.0,3.0,A,395500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2024.0,Liège,0.0,1.0,INSTALLED,98.0,30.0,3.0,A,430500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,2024.0,Liège,0.0,1.0,INSTALLED,83.0,30.0,3.0,A,274500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,1,2024.0,Liège,0.0,1.0,INSTALLED,71.0,30.0,3.0,A,245500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,0,2024.0,Liège,0.0,1.0,INSTALLED,44.0,30.0,3.0,A,180500,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1996.0,Liège,1.0,1.0,USA_INSTALLED,100.0,30.0,3.0,D,280000,Liège,Wallonie,6.0,2.0,GOOD,house,100.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1967.0,Brussels,0.0,1.0,SEMI_EQUIPPED,102.0,30.0,2.0,E,229000,Brussels,Brussels,6.0,1.0,TO_BE_DONE_UP,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,3,1960.0,Brussels,0.0,1.0,HYPER_EQUIPPED,160.0,30.0,2.0,G,360000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1996.0,Verviers,0.0,1.0,INSTALLED,130.0,30.0,3.0,F,423000,Liège,Wallonie,6.0,1.0,GOOD,house,3108.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,95.0,30.0,2.0,B,340089,Antwerp,Flanders,6.0,1.0,GOOD,ground_floor,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,95.0,30.0,2.0,B,344682,Antwerp,Flanders,6.0,1.0,GOOD,ground_floor,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,95.0,30.0,2.0,B,341854,Antwerp,Flanders,6.0,1.0,GOOD,ground_floor,356.0,0.0,1.0,1.0,2,residential_sale
4.0,4,1979.0,Brugge,0.0,1.0,HYPER_EQUIPPED,154.0,30.0,4.0,A,2395000,West Flanders,Flanders,6.0,3.0,AS_NEW,villa,617.0,0.0,1.0,4.0,1,residential_sale
1.0,3,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,136.0,30.0,2.0,B,443106,Antwerp,Flanders,6.0,1.0,GOOD,duplex,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,139.0,30.0,3.0,B,453533,Antwerp,Flanders,6.0,1.0,GOOD,duplex,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,135.0,30.0,2.0,B,429167,Antwerp,Flanders,6.0,1.0,GOOD,duplex,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,135.0,30.0,2.0,B,442825,Antwerp,Flanders,6.0,1.0,GOOD,duplex,356.0,0.0,1.0,2.0,2,residential_sale
2.0,4,1986.0,Brugge,0.0,1.0,HYPER_EQUIPPED,214.0,30.0,3.0,B,1495000,West Flanders,Flanders,6.0,2.0,AS_NEW,villa,756.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1918.0,Brugge,0.0,1.0,HYPER_EQUIPPED,90.0,30.0,2.0,B,349000,West Flanders,Flanders,6.0,1.0,AS_NEW,house,60.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1918.0,Brussels,0.0,1.0,INSTALLED,100.0,30.0,2.0,G,369000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,2000.0,Brussels,0.0,1.0,INSTALLED,100.0,30.0,2.0,C,390000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,4,1996.0,Mouscron,0.0,1.0,SEMI_EQUIPPED,218.0,30.0,2.0,F,179000,Hainaut,Wallonie,6.0,1.0,TO_BE_DONE_UP,mixed_use_building,280.0,0.0,1.0,1.0,1,residential_sale
1.0,4,1988.0,Liège,0.0,1.0,INSTALLED,100.0,30.0,2.0,B,239000,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,2.0,2,residential_sale
2.0,3,1978.0,Liège,0.0,1.0,INSTALLED,254.0,30.0,4.0,E,465000,Liège,Wallonie,6.0,1.0,TO_BE_DONE_UP,villa,859.0,0.0,1.0,2.0,1,residential_sale
1.0,0,1969.0,Brussels,0.0,1.0,INSTALLED,45.0,30.0,2.0,E,210000,Brussels,Brussels,6.0,1.0,GOOD,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
1.0,0,1960.0,Namur,0.0,1.0,HYPER_EQUIPPED,28.0,30.0,2.0,C,119800,Namur,Wallonie,6.0,1.0,GOOD,kot,356.0,0.0,1.0,1.0,2,residential_sale
2.0,4,1990.0,Brussels,0.0,1.0,HYPER_EQUIPPED,118.0,30.0,2.0,E,395000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,5,1996.0,Brussels,0.0,1.0,INSTALLED,145.0,30.0,2.0,G,339000,Brussels,Brussels,6.0,2.0,GOOD,duplex,356.0,0.0,1.0,2.0,2,residential_sale
0.0,4,1996.0,Huy,0.0,1.0,INSTALLED,125.0,30.0,3.0,F,180000,Liège,Wallonie,6.0,1.0,GOOD,house,1738.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1996.0,Liège,0.0,1.0,INSTALLED,150.0,30.0,2.0,C,270000,Liège,Wallonie,9.0,2.0,JUST_RENOVATED,house,140.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1928.0,Gent,0.0,1.0,USA_INSTALLED,189.0,30.0,3.0,C,432000,East Flanders,Flanders,6.0,1.0,AS_NEW,house,280.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1961.0,Gent,0.0,1.0,SEMI_EQUIPPED,153.0,30.0,3.0,F,350000,East Flanders,Flanders,6.0,1.0,GOOD,exceptional_property,330.0,0.0,1.0,1.0,1,residential_sale
3.0,5,2013.0,Verviers,0.0,1.0,HYPER_EQUIPPED,262.0,30.0,4.0,B,480000,Liège,Wallonie,6.0,3.0,GOOD,villa,890.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1996.0,Mons,0.0,1.0,INSTALLED,160.0,30.0,4.0,E,210000,Hainaut,Wallonie,6.0,1.0,GOOD,villa,289.0,0.0,1.0,1.0,1,residential_sale
1.0,2,1996.0,Mons,0.0,1.0,INSTALLED,81.0,30.0,2.0,E,89000,Hainaut,Wallonie,6.0,1.0,GOOD,house,28.0,0.0,1.0,1.0,1,residential_sale
1.0,4,2019.0,Halle-Vilvoorde,0.0,1.0,HYPER_EQUIPPED,243.0,30.0,2.0,A,439000,Flemish Brabant,Flanders,6.0,1.0,GOOD,triplex,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1957.0,Brussels,0.0,1.0,INSTALLED,185.0,30.0,2.0,D,740000,Brussels,Brussels,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,3.0,2,residential_sale
1.0,2,1996.0,Nivelles,0.0,1.0,SEMI_EQUIPPED,80.0,30.0,4.0,D,239000,Walloon Brabant,Wallonie,6.0,1.0,GOOD,house,954.0,0.0,1.0,1.0,1,residential_sale
1.0,2,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,93.0,30.0,2.0,B,367191,Antwerp,Flanders,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,93.0,30.0,2.0,B,363814,Antwerp,Flanders,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,89.0,30.0,4.0,B,365812,Antwerp,Flanders,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,3,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,143.0,30.0,4.0,B,508063,Antwerp,Flanders,6.0,2.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,1996.0,Mechelen,0.0,1.0,INSTALLED,895.0,30.0,4.0,B,319874,Antwerp,Flanders,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,1,1996.0,Mechelen,0.0,1.0,INSTALLED,81.0,30.0,4.0,B,295191,Antwerp,Flanders,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Mechelen,0.0,1.0,HYPER_EQUIPPED,91.0,30.0,2.0,B,364154,Antwerp,Flanders,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Aalst,0.0,1.0,INSTALLED,148.0,30.0,2.0,B,335000,East Flanders,Flanders,6.0,1.0,AS_NEW,house,150.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1996.0,Huy,0.0,1.0,SEMI_EQUIPPED,155.0,30.0,3.0,D,275000,Liège,Wallonie,6.0,1.0,GOOD,house,944.0,0.0,1.0,1.0,1,residential_sale
1.0,2,2013.0,Brussels,0.0,1.0,INSTALLED,84.0,30.0,2.0,C,285000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Mechelen,0.0,1.0,INSTALLED,104.0,30.0,4.0,B,368841,Antwerp,Flanders,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1996.0,Gent,0.0,1.0,INSTALLED,184.0,30.0,3.0,D,395000,East Flanders,Flanders,4.0,1.0,GOOD,house,321.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1996.0,Nivelles,0.0,1.0,INSTALLED,125.0,30.0,3.0,C,249000,Walloon Brabant,Wallonie,6.0,1.0,GOOD,house,50.0,0.0,1.0,2.0,1,residential_sale
1.0,4,1996.0,Ieper,0.0,1.0,INSTALLED,356.0,30.0,3.0,D,630000,West Flanders,Flanders,5.0,1.0,JUST_RENOVATED,mansion,822.0,0.0,1.0,3.0,1,residential_sale
